warn: LLAMA_ARG_HOST environment variable is set, but will be overwritten by command line argument --host
0.00.327.210 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.466.764 I srv          init: The UI is disabled
0.00.466.768 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.466.908 W srv  llama_server: -----------------
0.00.466.910 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.466.910 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.466.910 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.466.910 W srv  llama_server: -----------------
0.00.468.215 I srv    load_model: loading model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.02.234.844 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.04.708.462 I common_speculative_init_result: creating MTP draft context against the target model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.04.825.872 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.04.890.826 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.890.874 I srv  llama_server: model loaded
0.04.890.879 I srv  llama_server: listening on http://0.0.0.0:8080
1.39.513.004 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.11.364.001 I slot print_timing: id  0 | task 319 | prompt processing, n_tokens =   5520, progress = 1.00, t =  13.33 s / 414.04 tokens per second
2.14.531.724 I slot print_timing: id  0 | task 319 | n_decoded =    118, tg =  38.82 t/s, tg_3s =  38.82 t/s
2.17.580.003 I slot print_timing: id  0 | task 319 | n_decoded =    237, tg =  38.93 t/s, tg_3s =  39.04 t/s
2.20.587.757 I slot print_timing: id  0 | task 319 | n_decoded =    353, tg =  38.81 t/s, tg_3s =  38.57 t/s
2.23.647.362 I slot print_timing: id  0 | task 319 | n_decoded =    472, tg =  38.83 t/s, tg_3s =  38.89 t/s
2.26.668.428 I slot print_timing: id  0 | task 319 | n_decoded =    584, tg =  38.48 t/s, tg_3s =  37.07 t/s
2.29.677.525 I slot print_timing: id  0 | task 319 | n_decoded =    703, tg =  38.66 t/s, tg_3s =  39.55 t/s
2.32.681.676 I slot print_timing: id  0 | task 319 | n_decoded =    822, tg =  38.79 t/s, tg_3s =  39.61 t/s
2.35.729.706 I slot print_timing: id  0 | task 319 | n_decoded =    944, tg =  38.95 t/s, tg_3s =  40.03 t/s
2.38.738.050 I slot print_timing: id  0 | task 319 | n_decoded =   1062, tg =  38.98 t/s, tg_3s =  39.22 t/s
2.41.780.212 I slot print_timing: id  0 | task 319 | n_decoded =   1173, tg =  38.73 t/s, tg_3s =  36.49 t/s
2.44.781.580 I slot print_timing: id  0 | task 319 | n_decoded =   1278, tg =  38.39 t/s, tg_3s =  34.98 t/s
2.47.819.521 I slot print_timing: id  0 | task 319 | n_decoded =   1405, tg =  38.68 t/s, tg_3s =  41.80 t/s
2.50.839.872 I slot print_timing: id  0 | task 319 | n_decoded =   1524, tg =  38.73 t/s, tg_3s =  39.40 t/s
2.53.846.848 I slot print_timing: id  0 | task 319 | n_decoded =   1644, tg =  38.82 t/s, tg_3s =  39.91 t/s
2.56.861.917 I slot print_timing: id  0 | task 319 | n_decoded =   1767, tg =  38.95 t/s, tg_3s =  40.80 t/s
2.59.867.055 I slot print_timing: id  0 | task 319 | n_decoded =   1888, tg =  39.03 t/s, tg_3s =  40.26 t/s
3.02.884.217 I slot print_timing: id  0 | task 319 | n_decoded =   1998, tg =  38.88 t/s, tg_3s =  36.46 t/s
3.05.897.918 I slot print_timing: id  0 | task 319 | n_decoded =   2115, tg =  38.87 t/s, tg_3s =  38.82 t/s
3.08.903.887 I slot print_timing: id  0 | task 319 | n_decoded =   2226, tg =  38.77 t/s, tg_3s =  36.93 t/s
3.11.913.459 I slot print_timing: id  0 | task 319 | n_decoded =   2354, tg =  38.96 t/s, tg_3s =  42.53 t/s
3.14.913.503 I slot print_timing: id  0 | task 319 | n_decoded =   2485, tg =  39.18 t/s, tg_3s =  43.67 t/s
3.17.922.520 I slot print_timing: id  0 | task 319 | n_decoded =   2606, tg =  39.23 t/s, tg_3s =  40.21 t/s
3.20.931.500 I slot print_timing: id  0 | task 319 | n_decoded =   2728, tg =  39.29 t/s, tg_3s =  40.55 t/s
3.23.953.122 I slot print_timing: id  0 | task 319 | n_decoded =   2857, tg =  39.43 t/s, tg_3s =  42.69 t/s
3.26.989.068 I slot print_timing: id  0 | task 319 | n_decoded =   2978, tg =  39.45 t/s, tg_3s =  39.86 t/s
3.30.002.014 I slot print_timing: id  0 | task 319 | n_decoded =   3093, tg =  39.40 t/s, tg_3s =  38.17 t/s
3.33.029.729 I slot print_timing: id  0 | task 319 | n_decoded =   3205, tg =  39.31 t/s, tg_3s =  36.99 t/s
3.36.060.870 I slot print_timing: id  0 | task 319 | n_decoded =   3318, tg =  39.23 t/s, tg_3s =  37.28 t/s
3.39.106.354 I slot print_timing: id  0 | task 319 | n_decoded =   3442, tg =  39.29 t/s, tg_3s =  40.72 t/s
3.42.120.574 I slot print_timing: id  0 | task 319 | n_decoded =   3566, tg =  39.35 t/s, tg_3s =  41.14 t/s
3.45.147.014 I slot print_timing: id  0 | task 319 | n_decoded =   3679, tg =  39.28 t/s, tg_3s =  37.34 t/s
3.48.179.585 I slot print_timing: id  0 | task 319 | n_decoded =   3789, tg =  39.19 t/s, tg_3s =  36.27 t/s
3.51.189.384 I slot print_timing: id  0 | task 319 | n_decoded =   3907, tg =  39.19 t/s, tg_3s =  39.21 t/s
3.54.216.383 I slot print_timing: id  0 | task 319 | n_decoded =   4021, tg =  39.14 t/s, tg_3s =  37.66 t/s
3.57.242.858 I slot print_timing: id  0 | task 319 | n_decoded =   4125, tg =  39.01 t/s, tg_3s =  34.36 t/s
4.00.249.111 I slot print_timing: id  0 | task 319 | n_decoded =   4241, tg =  39.00 t/s, tg_3s =  38.59 t/s
4.03.293.920 I slot print_timing: id  0 | task 319 | n_decoded =   4349, tg =  38.90 t/s, tg_3s =  35.47 t/s
4.06.331.394 I slot print_timing: id  0 | task 319 | n_decoded =   4469, tg =  38.92 t/s, tg_3s =  39.51 t/s
4.09.333.273 I slot print_timing: id  0 | task 319 | n_decoded =   4588, tg =  38.93 t/s, tg_3s =  39.64 t/s
4.12.360.625 I slot print_timing: id  0 | task 319 | n_decoded =   4707, tg =  38.94 t/s, tg_3s =  39.31 t/s
4.15.382.939 I slot print_timing: id  0 | task 319 | n_decoded =   4819, tg =  38.90 t/s, tg_3s =  37.06 t/s
4.18.424.023 I slot print_timing: id  0 | task 319 | n_decoded =   4942, tg =  38.93 t/s, tg_3s =  40.45 t/s
4.21.435.193 I slot print_timing: id  0 | task 319 | n_decoded =   5062, tg =  38.96 t/s, tg_3s =  39.85 t/s
4.24.478.604 I slot print_timing: id  0 | task 319 | n_decoded =   5181, tg =  38.96 t/s, tg_3s =  39.10 t/s
4.27.488.351 I slot print_timing: id  0 | task 319 | n_decoded =   5304, tg =  39.00 t/s, tg_3s =  40.87 t/s
4.30.488.479 I slot print_timing: id  0 | task 319 | n_decoded =   5418, tg =  38.98 t/s, tg_3s =  38.00 t/s
4.33.514.543 I slot print_timing: id  0 | task 319 | n_decoded =   5539, tg =  39.00 t/s, tg_3s =  39.99 t/s
4.36.532.670 I slot print_timing: id  0 | task 319 | n_decoded =   5656, tg =  39.00 t/s, tg_3s =  38.77 t/s
4.39.534.012 I slot print_timing: id  0 | task 319 | n_decoded =   5776, tg =  39.02 t/s, tg_3s =  39.98 t/s
4.42.556.501 I slot print_timing: id  0 | task 319 | n_decoded =   5896, tg =  39.03 t/s, tg_3s =  39.70 t/s
4.45.558.597 I slot print_timing: id  0 | task 319 | n_decoded =   6014, tg =  39.04 t/s, tg_3s =  39.31 t/s
4.48.597.738 I slot print_timing: id  0 | task 319 | n_decoded =   6136, tg =  39.06 t/s, tg_3s =  40.14 t/s
4.51.651.804 I slot print_timing: id  0 | task 319 | n_decoded =   6258, tg =  39.07 t/s, tg_3s =  39.95 t/s
4.54.669.582 I slot print_timing: id  0 | task 319 | n_decoded =   6378, tg =  39.09 t/s, tg_3s =  39.76 t/s
4.57.711.898 I slot print_timing: id  0 | task 319 | n_decoded =   6490, tg =  39.04 t/s, tg_3s =  36.81 t/s
5.00.717.346 I slot print_timing: id  0 | task 319 | n_decoded =   6600, tg =  39.00 t/s, tg_3s =  36.60 t/s
5.03.721.582 I slot print_timing: id  0 | task 319 | n_decoded =   6719, tg =  39.01 t/s, tg_3s =  39.61 t/s
5.06.725.481 I slot print_timing: id  0 | task 319 | n_decoded =   6839, tg =  39.03 t/s, tg_3s =  39.95 t/s
5.09.753.101 I slot print_timing: id  0 | task 319 | n_decoded =   6954, tg =  39.01 t/s, tg_3s =  37.98 t/s
5.12.758.047 I slot print_timing: id  0 | task 319 | n_decoded =   7068, tg =  38.99 t/s, tg_3s =  37.94 t/s
5.15.803.891 I slot print_timing: id  0 | task 319 | n_decoded =   7182, tg =  38.97 t/s, tg_3s =  37.43 t/s
5.18.832.647 I slot print_timing: id  0 | task 319 | n_decoded =   7298, tg =  38.96 t/s, tg_3s =  38.30 t/s
5.21.863.025 I slot print_timing: id  0 | task 319 | n_decoded =   7415, tg =  38.95 t/s, tg_3s =  38.61 t/s
5.24.882.238 I slot print_timing: id  0 | task 319 | n_decoded =   7522, tg =  38.90 t/s, tg_3s =  35.44 t/s
5.27.915.294 I slot print_timing: id  0 | task 319 | n_decoded =   7635, tg =  38.87 t/s, tg_3s =  37.26 t/s
5.30.954.177 I slot print_timing: id  0 | task 319 | n_decoded =   7757, tg =  38.89 t/s, tg_3s =  40.15 t/s
5.33.958.032 I slot print_timing: id  0 | task 319 | n_decoded =   7877, tg =  38.91 t/s, tg_3s =  39.95 t/s
5.36.961.812 I slot print_timing: id  0 | task 319 | n_decoded =   7995, tg =  38.91 t/s, tg_3s =  39.28 t/s
5.39.975.237 I slot print_timing: id  0 | task 319 | n_decoded =   8115, tg =  38.92 t/s, tg_3s =  39.82 t/s
5.43.009.059 I slot print_timing: id  0 | task 319 | n_decoded =   8234, tg =  38.93 t/s, tg_3s =  39.22 t/s
5.46.017.939 I slot print_timing: id  0 | task 319 | n_decoded =   8354, tg =  38.94 t/s, tg_3s =  39.88 t/s
5.47.992.548 I slot print_timing: id  0 | task 319 | prompt eval time =   13460.39 ms /  5524 tokens (    2.44 ms per token,   410.39 tokens per second)
5.47.992.554 I slot print_timing: id  0 | task 319 |        eval time =  216500.30 ms /  8434 tokens (   25.67 ms per token,    38.96 tokens per second)
5.47.992.554 I slot print_timing: id  0 | task 319 |       total time =  229960.69 ms / 13958 tokens
5.47.992.555 I slot print_timing: id  0 | task 319 |    graphs reused =       4702
5.47.992.557 I slot print_timing: id  0 | task 319 | draft acceptance = 0.90490 ( 4006 accepted /  4427 generated), mean len =  1.90
5.47.992.855 I slot      release: id  0 | task 319 | stop processing: n_tokens = 15491, truncated = 0
5.48.039.482 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.501 (> 0.100 thold), f_keep = 0.502
5.48.039.766 I slot launch_slot_: id  0 | task 4753 | processing task, is_child = 0
5.53.033.788 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   2048, progress = 0.59, t =   4.99 s / 410.09 tokens per second
5.58.079.910 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   4096, progress = 0.72, t =  10.04 s / 407.96 tokens per second
6.03.121.638 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   6144, progress = 0.85, t =  15.08 s / 407.38 tokens per second
6.07.947.759 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   7953, progress = 0.97, t =  19.91 s / 399.49 tokens per second
6.09.244.351 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   8439, progress = 1.00, t =  21.20 s / 397.98 tokens per second
6.09.584.468 I slot print_timing: id  0 | task 4753 | prompt processing, n_tokens =   8465, progress = 1.00, t =  21.54 s / 392.90 tokens per second
6.12.774.279 I slot print_timing: id  0 | task 4753 | n_decoded =    112, tg =  36.78 t/s, tg_3s =  36.78 t/s
6.14.034.395 I slot print_timing: id  0 | task 4753 | prompt eval time =   21689.63 ms /  8469 tokens (    2.56 ms per token,   390.46 tokens per second)
6.14.034.400 I slot print_timing: id  0 | task 4753 |        eval time =    4304.95 ms /   160 tokens (   26.91 ms per token,    37.17 tokens per second)
6.14.034.400 I slot print_timing: id  0 | task 4753 |       total time =   25994.57 ms /  8629 tokens
6.14.034.401 I slot print_timing: id  0 | task 4753 |    graphs reused =       4785
6.14.034.403 I slot print_timing: id  0 | task 4753 | draft acceptance = 0.88235 (   75 accepted /    85 generated), mean len =  1.88
6.14.034.920 I slot      release: id  0 | task 4753 | stop processing: n_tokens = 15683, truncated = 0
6.14.712.650 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
6.14.712.953 I slot launch_slot_: id  0 | task 4846 | processing task, is_child = 0
6.17.566.359 I slot print_timing: id  0 | task 4846 | prompt eval time =     625.59 ms /    36 tokens (   17.38 ms per token,    57.55 tokens per second)
6.17.566.363 I slot print_timing: id  0 | task 4846 |        eval time =    2227.76 ms /    84 tokens (   26.52 ms per token,    37.71 tokens per second)
6.17.566.364 I slot print_timing: id  0 | task 4846 |       total time =    2853.34 ms /   120 tokens
6.17.566.365 I slot print_timing: id  0 | task 4846 |    graphs reused =       4829
6.17.566.367 I slot print_timing: id  0 | task 4846 | draft acceptance = 0.86667 (   39 accepted /    45 generated), mean len =  1.87
6.17.567.137 I slot      release: id  0 | task 4846 | stop processing: n_tokens = 15803, truncated = 0
6.18.351.658 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
6.18.352.007 I slot launch_slot_: id  0 | task 4895 | processing task, is_child = 0
6.22.251.541 I slot print_timing: id  0 | task 4895 | n_decoded =    108, tg =  35.64 t/s, tg_3s =  35.64 t/s
6.25.266.323 I slot print_timing: id  0 | task 4895 | n_decoded =    216, tg =  35.73 t/s, tg_3s =  35.82 t/s
6.26.004.575 I slot print_timing: id  0 | task 4895 | prompt eval time =     868.99 ms /    45 tokens (   19.31 ms per token,    51.78 tokens per second)
6.26.004.580 I slot print_timing: id  0 | task 4895 |        eval time =    6783.52 ms /   242 tokens (   28.03 ms per token,    35.67 tokens per second)
6.26.004.580 I slot print_timing: id  0 | task 4895 |       total time =    7652.50 ms /   287 tokens
6.26.004.582 I slot print_timing: id  0 | task 4895 |    graphs reused =       4962
6.26.004.583 I slot print_timing: id  0 | task 4895 | draft acceptance = 0.79259 (  107 accepted /   135 generated), mean len =  1.79
6.26.005.251 I slot      release: id  0 | task 4895 | stop processing: n_tokens = 16090, truncated = 0
6.33.531.004 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178967782948
6.34.030.995 I slot launch_slot_: id  0 | task 5034 | processing task, is_child = 0
6.34.151.625 I slot print_timing: id  0 | task 5034 | prompt eval time =     120.60 ms /     4 tokens (   30.15 ms per token,    33.17 tokens per second)
6.34.151.630 I slot print_timing: id  0 | task 5034 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
6.34.151.631 I slot print_timing: id  0 | task 5034 |       total time =     120.60 ms /     5 tokens
6.34.151.632 I slot print_timing: id  0 | task 5034 |    graphs reused =       4962
6.34.151.685 I slot      release: id  0 | task 5034 | stop processing: n_tokens = 11, truncated = 0
6.34.168.160 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178975929379
6.34.281.600 I slot launch_slot_: id  0 | task 5036 | processing task, is_child = 0
6.37.406.788 I slot print_timing: id  0 | task 5036 | prompt processing, n_tokens =    955, progress = 1.00, t =   3.13 s / 305.58 tokens per second
6.40.536.838 I slot print_timing: id  0 | task 5036 | n_decoded =    110, tg =  36.42 t/s, tg_3s =  36.42 t/s
6.43.571.752 I slot print_timing: id  0 | task 5036 | n_decoded =    231, tg =  38.15 t/s, tg_3s =  39.87 t/s
6.46.607.489 I slot print_timing: id  0 | task 5036 | n_decoded =    356, tg =  39.16 t/s, tg_3s =  41.18 t/s
6.48.056.169 I slot print_timing: id  0 | task 5036 | prompt eval time =    3235.25 ms /   959 tokens (    3.37 ms per token,   296.42 tokens per second)
6.48.056.175 I slot print_timing: id  0 | task 5036 |        eval time =   10539.26 ms /   417 tokens (   25.27 ms per token,    39.57 tokens per second)
6.48.056.176 I slot print_timing: id  0 | task 5036 |       total time =   13774.51 ms /  1376 tokens
6.48.056.176 I slot print_timing: id  0 | task 5036 |    graphs reused =       5183
6.48.056.178 I slot print_timing: id  0 | task 5036 | draft acceptance = 0.86161 (  193 accepted /   224 generated), mean len =  1.86
6.48.056.321 I slot      release: id  0 | task 5036 | stop processing: n_tokens = 1376, truncated = 0
6.48.089.084 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.199 (> 0.100 thold), f_keep = 1.000
6.48.089.412 I slot launch_slot_: id  0 | task 5265 | processing task, is_child = 0
6.52.925.247 I slot print_timing: id  0 | task 5265 | prompt processing, n_tokens =   2049, progress = 0.50, t =   4.84 s / 423.71 tokens per second
6.57.878.592 I slot print_timing: id  0 | task 5265 | prompt processing, n_tokens =   4097, progress = 0.79, t =   9.79 s / 418.52 tokens per second
7.00.264.141 I slot print_timing: id  0 | task 5265 | prompt processing, n_tokens =   5007, progress = 0.93, t =  12.17 s / 411.26 tokens per second
7.01.544.297 I slot print_timing: id  0 | task 5265 | prompt processing, n_tokens =   5519, progress = 1.00, t =  13.45 s / 410.19 tokens per second
7.04.705.063 I slot print_timing: id  0 | task 5265 | n_decoded =    113, tg =  37.26 t/s, tg_3s =  37.25 t/s
7.07.728.750 I slot print_timing: id  0 | task 5265 | n_decoded =    230, tg =  37.97 t/s, tg_3s =  38.69 t/s
7.10.755.819 I slot print_timing: id  0 | task 5265 | n_decoded =    343, tg =  37.76 t/s, tg_3s =  37.33 t/s
7.13.795.875 I slot print_timing: id  0 | task 5265 | n_decoded =    456, tg =  37.61 t/s, tg_3s =  37.17 t/s
7.16.815.402 I slot print_timing: id  0 | task 5265 | n_decoded =    573, tg =  37.84 t/s, tg_3s =  38.75 t/s
7.19.831.896 I slot print_timing: id  0 | task 5265 | n_decoded =    689, tg =  37.94 t/s, tg_3s =  38.46 t/s
7.22.880.028 I slot print_timing: id  0 | task 5265 | n_decoded =    810, tg =  38.19 t/s, tg_3s =  39.70 t/s
7.25.883.899 I slot print_timing: id  0 | task 5265 | n_decoded =    928, tg =  38.33 t/s, tg_3s =  39.28 t/s
7.28.922.168 I slot print_timing: id  0 | task 5265 | n_decoded =   1034, tg =  37.94 t/s, tg_3s =  34.89 t/s
7.31.960.707 I slot print_timing: id  0 | task 5265 | n_decoded =   1140, tg =  37.64 t/s, tg_3s =  34.89 t/s
7.34.991.026 I slot print_timing: id  0 | task 5265 | n_decoded =   1253, tg =  37.61 t/s, tg_3s =  37.29 t/s
7.38.019.466 I slot print_timing: id  0 | task 5265 | n_decoded =   1375, tg =  37.83 t/s, tg_3s =  40.28 t/s
7.41.052.716 I slot print_timing: id  0 | task 5265 | n_decoded =   1497, tg =  38.01 t/s, tg_3s =  40.22 t/s
7.44.079.983 I slot print_timing: id  0 | task 5265 | n_decoded =   1611, tg =  37.99 t/s, tg_3s =  37.66 t/s
7.47.119.961 I slot print_timing: id  0 | task 5265 | n_decoded =   1733, tg =  38.13 t/s, tg_3s =  40.13 t/s
7.50.133.466 I slot print_timing: id  0 | task 5265 | n_decoded =   1854, tg =  38.26 t/s, tg_3s =  40.15 t/s
7.53.157.522 I slot print_timing: id  0 | task 5265 | n_decoded =   1973, tg =  38.32 t/s, tg_3s =  39.35 t/s
7.56.171.423 I slot print_timing: id  0 | task 5265 | n_decoded =   2092, tg =  38.39 t/s, tg_3s =  39.48 t/s
7.59.183.237 I slot print_timing: id  0 | task 5265 | n_decoded =   2208, tg =  38.39 t/s, tg_3s =  38.51 t/s
8.02.195.160 I slot print_timing: id  0 | task 5265 | n_decoded =   2326, tg =  38.43 t/s, tg_3s =  39.18 t/s
8.05.244.050 I slot print_timing: id  0 | task 5265 | n_decoded =   2441, tg =  38.40 t/s, tg_3s =  37.72 t/s
8.08.274.059 I slot print_timing: id  0 | task 5265 | n_decoded =   2563, tg =  38.48 t/s, tg_3s =  40.26 t/s
8.11.287.011 I slot print_timing: id  0 | task 5265 | n_decoded =   2687, tg =  38.60 t/s, tg_3s =  41.16 t/s
8.14.306.819 I slot print_timing: id  0 | task 5265 | n_decoded =   2811, tg =  38.70 t/s, tg_3s =  41.06 t/s
8.17.314.696 I slot print_timing: id  0 | task 5265 | n_decoded =   2934, tg =  38.79 t/s, tg_3s =  40.89 t/s
8.20.360.007 I slot print_timing: id  0 | task 5265 | n_decoded =   3050, tg =  38.76 t/s, tg_3s =  38.09 t/s
8.23.371.319 I slot print_timing: id  0 | task 5265 | n_decoded =   3164, tg =  38.73 t/s, tg_3s =  37.86 t/s
8.26.411.813 I slot print_timing: id  0 | task 5265 | n_decoded =   3285, tg =  38.77 t/s, tg_3s =  39.80 t/s
8.29.424.110 I slot print_timing: id  0 | task 5265 | n_decoded =   3408, tg =  38.84 t/s, tg_3s =  40.83 t/s
8.32.433.901 I slot print_timing: id  0 | task 5265 | n_decoded =   3528, tg =  38.87 t/s, tg_3s =  39.87 t/s
8.35.440.153 I slot print_timing: id  0 | task 5265 | n_decoded =   3652, tg =  38.95 t/s, tg_3s =  41.25 t/s
8.38.453.857 I slot print_timing: id  0 | task 5265 | n_decoded =   3773, tg =  38.98 t/s, tg_3s =  40.15 t/s
8.41.453.873 I slot print_timing: id  0 | task 5265 | n_decoded =   3892, tg =  39.01 t/s, tg_3s =  39.67 t/s
8.44.499.020 I slot print_timing: id  0 | task 5265 | n_decoded =   4014, tg =  39.04 t/s, tg_3s =  40.06 t/s
8.47.503.847 I slot print_timing: id  0 | task 5265 | n_decoded =   4134, tg =  39.06 t/s, tg_3s =  39.94 t/s
8.50.550.354 I slot print_timing: id  0 | task 5265 | n_decoded =   4251, tg =  39.04 t/s, tg_3s =  38.40 t/s
8.53.576.151 I slot print_timing: id  0 | task 5265 | n_decoded =   4365, tg =  39.01 t/s, tg_3s =  37.68 t/s
8.56.628.503 I slot print_timing: id  0 | task 5265 | n_decoded =   4480, tg =  38.97 t/s, tg_3s =  37.68 t/s
8.59.690.120 I slot print_timing: id  0 | task 5265 | n_decoded =   4596, tg =  38.94 t/s, tg_3s =  37.89 t/s
9.02.715.112 I slot print_timing: id  0 | task 5265 | n_decoded =   4707, tg =  38.89 t/s, tg_3s =  36.69 t/s
9.05.747.894 I slot print_timing: id  0 | task 5265 | n_decoded =   4814, tg =  38.80 t/s, tg_3s =  35.28 t/s
9.08.752.335 I slot print_timing: id  0 | task 5265 | n_decoded =   4928, tg =  38.78 t/s, tg_3s =  37.94 t/s
9.11.779.462 I slot print_timing: id  0 | task 5265 | n_decoded =   5050, tg =  38.81 t/s, tg_3s =  40.30 t/s
9.14.818.624 I slot print_timing: id  0 | task 5265 | n_decoded =   5165, tg =  38.79 t/s, tg_3s =  37.84 t/s
9.17.839.845 I slot print_timing: id  0 | task 5265 | n_decoded =   5275, tg =  38.74 t/s, tg_3s =  36.41 t/s
9.20.877.523 I slot print_timing: id  0 | task 5265 | n_decoded =   5388, tg =  38.71 t/s, tg_3s =  37.20 t/s
