warn: LLAMA_ARG_HOST environment variable is set, but will be overwritten by command line argument --host
0.00.239.446 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.362.086 I srv          init: The UI is disabled
0.00.362.089 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.362.226 W srv  llama_server: -----------------
0.00.362.228 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.362.228 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.362.229 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.362.229 W srv  llama_server: -----------------
0.00.363.543 I srv    load_model: loading model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.01.873.932 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.04.238.306 I common_speculative_init_result: creating MTP draft context against the target model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.04.349.867 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.04.412.220 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.412.263 I srv  llama_server: model loaded
0.04.412.268 I srv  llama_server: listening on http://0.0.0.0:8080
0.10.596.345 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.19.954.181 I slot print_timing: id  0 | task 3 | draft acceptance = 0.79104 (  106 accepted /   134 generated), mean len =  1.79
0.19.954.283 I slot      release: id  0 | task 3 | stop processing: n_tokens = 1199, truncated = 0
0.19.973.222 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.520 (> 0.100 thold), f_keep = 1.000
0.19.973.483 I slot launch_slot_: id  0 | task 142 | processing task, is_child = 0
0.23.148.061 I slot print_timing: id  0 | task 142 | prompt processing, n_tokens =   1103, progress = 1.00, t =   3.17 s / 347.45 tokens per second
0.24.287.892 I slot print_timing: id  0 | task 142 | prompt eval time =    3287.82 ms /  1107 tokens (    2.97 ms per token,   336.70 tokens per second)
0.24.287.897 I slot print_timing: id  0 | task 142 |        eval time =    1026.53 ms /    46 tokens (   22.32 ms per token,    44.81 tokens per second)
0.24.287.897 I slot print_timing: id  0 | task 142 |       total time =    4314.35 ms /  1153 tokens
0.24.287.898 I slot print_timing: id  0 | task 142 |    graphs reused =        155
0.24.287.900 I slot print_timing: id  0 | task 142 | draft acceptance = 0.95652 (   22 accepted /    23 generated), mean len =  1.96
0.24.288.065 I slot      release: id  0 | task 142 | stop processing: n_tokens = 2351, truncated = 0
0.24.310.757 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.731 (> 0.100 thold), f_keep = 1.000
0.24.311.000 I slot launch_slot_: id  0 | task 170 | processing task, is_child = 0
0.27.788.759 I slot print_timing: id  0 | task 170 | prompt eval time =    2494.70 ms /   865 tokens (    2.88 ms per token,   346.74 tokens per second)
0.27.788.764 I slot print_timing: id  0 | task 170 |        eval time =     983.01 ms /    44 tokens (   22.34 ms per token,    44.76 tokens per second)
0.27.788.764 I slot print_timing: id  0 | task 170 |       total time =    3477.70 ms /   909 tokens
0.27.788.765 I slot print_timing: id  0 | task 170 |    graphs reused =        176
0.27.788.767 I slot print_timing: id  0 | task 170 | draft acceptance = 1.00000 (   22 accepted /    22 generated), mean len =  2.00
0.27.788.936 I slot      release: id  0 | task 170 | stop processing: n_tokens = 3260, truncated = 0
0.27.812.264 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.702 (> 0.100 thold), f_keep = 1.000
0.27.812.539 I slot launch_slot_: id  0 | task 197 | processing task, is_child = 0
0.31.387.582 I slot print_timing: id  0 | task 197 | prompt processing, n_tokens =   1383, progress = 1.00, t =   3.58 s / 386.85 tokens per second
0.32.660.003 I slot print_timing: id  0 | task 197 | prompt eval time =    3691.26 ms /  1387 tokens (    2.66 ms per token,   375.75 tokens per second)
0.32.660.008 I slot print_timing: id  0 | task 197 |        eval time =    1156.15 ms /    51 tokens (   22.67 ms per token,    44.11 tokens per second)
0.32.660.008 I slot print_timing: id  0 | task 197 |       total time =    4847.41 ms /  1438 tokens
0.32.660.009 I slot print_timing: id  0 | task 197 |    graphs reused =        201
0.32.660.011 I slot print_timing: id  0 | task 197 | draft acceptance = 0.96154 (   25 accepted /    26 generated), mean len =  1.96
0.32.660.227 I slot      release: id  0 | task 197 | stop processing: n_tokens = 4698, truncated = 0
0.32.690.638 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.683 (> 0.100 thold), f_keep = 1.000
0.32.690.899 I slot launch_slot_: id  0 | task 228 | processing task, is_child = 0
0.37.100.544 I slot print_timing: id  0 | task 228 | prompt processing, n_tokens =   1666, progress = 0.93, t =   4.41 s / 377.81 tokens per second
0.38.332.213 I slot print_timing: id  0 | task 228 | prompt processing, n_tokens =   2178, progress = 1.00, t =   5.64 s / 386.08 tokens per second
0.39.639.404 I slot print_timing: id  0 | task 228 | prompt eval time =    5759.52 ms /  2182 tokens (    2.64 ms per token,   378.85 tokens per second)
0.39.639.408 I slot print_timing: id  0 | task 228 |        eval time =    1188.93 ms /    50 tokens (   23.78 ms per token,    42.05 tokens per second)
0.39.639.409 I slot print_timing: id  0 | task 228 |       total time =    6948.45 ms /  2232 tokens
0.39.639.410 I slot print_timing: id  0 | task 228 |    graphs reused =        225
0.39.639.412 I slot print_timing: id  0 | task 228 | draft acceptance = 0.88462 (   23 accepted /    26 generated), mean len =  1.88
0.39.639.706 I slot      release: id  0 | task 228 | stop processing: n_tokens = 6929, truncated = 0
0.39.670.974 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.760 (> 0.100 thold), f_keep = 1.000
0.39.671.234 I slot launch_slot_: id  0 | task 259 | processing task, is_child = 0
0.44.253.378 I slot print_timing: id  0 | task 259 | prompt processing, n_tokens =   1667, progress = 0.94, t =   4.58 s / 363.80 tokens per second
0.45.503.414 I slot print_timing: id  0 | task 259 | prompt processing, n_tokens =   2179, progress = 1.00, t =   5.83 s / 373.62 tokens per second
0.46.789.892 I slot print_timing: id  0 | task 259 | prompt eval time =    5955.26 ms /  2183 tokens (    2.73 ms per token,   366.57 tokens per second)
0.46.789.897 I slot print_timing: id  0 | task 259 |        eval time =    1163.34 ms /    51 tokens (   22.81 ms per token,    43.84 tokens per second)
0.46.789.897 I slot print_timing: id  0 | task 259 |       total time =    7118.60 ms /  2234 tokens
0.46.789.898 I slot print_timing: id  0 | task 259 |    graphs reused =        250
0.46.789.900 I slot print_timing: id  0 | task 259 | draft acceptance = 0.92308 (   24 accepted /    26 generated), mean len =  1.92
0.46.790.244 I slot      release: id  0 | task 259 | stop processing: n_tokens = 9162, truncated = 0
0.46.826.748 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.918 (> 0.100 thold), f_keep = 1.000
0.46.826.992 I slot launch_slot_: id  0 | task 290 | processing task, is_child = 0
0.52.381.653 I slot print_timing: id  0 | task 290 | n_decoded =    126, tg =  41.89 t/s, tg_3s =  41.89 t/s
0.55.382.791 I slot print_timing: id  0 | task 290 | n_decoded =    251, tg =  41.77 t/s, tg_3s =  41.65 t/s
0.58.391.377 I slot print_timing: id  0 | task 290 | n_decoded =    381, tg =  42.25 t/s, tg_3s =  43.21 t/s
1.01.424.828 I slot print_timing: id  0 | task 290 | n_decoded =    502, tg =  41.66 t/s, tg_3s =  39.89 t/s
1.04.431.918 I slot print_timing: id  0 | task 290 | n_decoded =    627, tg =  41.64 t/s, tg_3s =  41.57 t/s
1.07.474.760 I slot print_timing: id  0 | task 290 | n_decoded =    750, tg =  41.43 t/s, tg_3s =  40.42 t/s
1.10.512.727 I slot print_timing: id  0 | task 290 | n_decoded =    869, tg =  41.11 t/s, tg_3s =  39.17 t/s
1.13.552.655 I slot print_timing: id  0 | task 290 | n_decoded =    993, tg =  41.07 t/s, tg_3s =  40.79 t/s
1.16.585.077 I slot print_timing: id  0 | task 290 | n_decoded =   1107, tg =  40.68 t/s, tg_3s =  37.59 t/s
1.19.606.589 I slot print_timing: id  0 | task 290 | n_decoded =   1223, tg =  40.45 t/s, tg_3s =  38.39 t/s
1.22.639.980 I slot print_timing: id  0 | task 290 | n_decoded =   1352, tg =  40.64 t/s, tg_3s =  42.53 t/s
1.25.673.253 I slot print_timing: id  0 | task 290 | n_decoded =   1470, tg =  40.50 t/s, tg_3s =  38.90 t/s
1.28.701.053 I slot print_timing: id  0 | task 290 | n_decoded =   1594, tg =  40.53 t/s, tg_3s =  40.95 t/s
1.31.719.520 I slot print_timing: id  0 | task 290 | n_decoded =   1718, tg =  40.57 t/s, tg_3s =  41.08 t/s
1.34.747.011 I slot print_timing: id  0 | task 290 | n_decoded =   1835, tg =  40.44 t/s, tg_3s =  38.65 t/s
1.37.765.272 I slot print_timing: id  0 | task 290 | n_decoded =   1951, tg =  40.32 t/s, tg_3s =  38.43 t/s
1.40.776.826 I slot print_timing: id  0 | task 290 | n_decoded =   2071, tg =  40.29 t/s, tg_3s =  39.85 t/s
1.43.777.149 I slot print_timing: id  0 | task 290 | n_decoded =   2196, tg =  40.37 t/s, tg_3s =  41.66 t/s
1.46.783.242 I slot print_timing: id  0 | task 290 | n_decoded =   2321, tg =  40.43 t/s, tg_3s =  41.58 t/s
1.49.806.865 I slot print_timing: id  0 | task 290 | n_decoded =   2431, tg =  40.23 t/s, tg_3s =  36.38 t/s
1.52.827.681 I slot print_timing: id  0 | task 290 | n_decoded =   2549, tg =  40.17 t/s, tg_3s =  39.06 t/s
1.55.867.857 I slot print_timing: id  0 | task 290 | n_decoded =   2682, tg =  40.33 t/s, tg_3s =  43.75 t/s
1.58.894.195 I slot print_timing: id  0 | task 290 | n_decoded =   2810, tg =  40.42 t/s, tg_3s =  42.30 t/s
2.01.932.804 I slot print_timing: id  0 | task 290 | n_decoded =   2940, tg =  40.52 t/s, tg_3s =  42.78 t/s
2.04.973.111 I slot print_timing: id  0 | task 290 | n_decoded =   3069, tg =  40.60 t/s, tg_3s =  42.43 t/s
2.07.976.669 I slot print_timing: id  0 | task 290 | n_decoded =   3196, tg =  40.66 t/s, tg_3s =  42.28 t/s
2.10.998.296 I slot print_timing: id  0 | task 290 | n_decoded =   3319, tg =  40.66 t/s, tg_3s =  40.71 t/s
2.14.008.607 I slot print_timing: id  0 | task 290 | n_decoded =   3444, tg =  40.69 t/s, tg_3s =  41.52 t/s
2.17.043.226 I slot print_timing: id  0 | task 290 | n_decoded =   3568, tg =  40.70 t/s, tg_3s =  40.86 t/s
2.20.057.096 I slot print_timing: id  0 | task 290 | n_decoded =   3693, tg =  40.72 t/s, tg_3s =  41.47 t/s
2.23.064.136 I slot print_timing: id  0 | task 290 | n_decoded =   3818, tg =  40.75 t/s, tg_3s =  41.57 t/s
2.26.102.694 I slot print_timing: id  0 | task 290 | n_decoded =   3947, tg =  40.80 t/s, tg_3s =  42.45 t/s
2.29.124.459 I slot print_timing: id  0 | task 290 | n_decoded =   4061, tg =  40.71 t/s, tg_3s =  37.73 t/s
2.32.142.411 I slot print_timing: id  0 | task 290 | n_decoded =   4185, tg =  40.72 t/s, tg_3s =  41.09 t/s
2.35.165.115 I slot print_timing: id  0 | task 290 | n_decoded =   4309, tg =  40.73 t/s, tg_3s =  41.02 t/s
2.38.169.275 I slot print_timing: id  0 | task 290 | n_decoded =   4435, tg =  40.76 t/s, tg_3s =  41.94 t/s
2.41.210.211 I slot print_timing: id  0 | task 290 | n_decoded =   4564, tg =  40.81 t/s, tg_3s =  42.42 t/s
2.44.232.429 I slot print_timing: id  0 | task 290 | n_decoded =   4688, tg =  40.82 t/s, tg_3s =  41.03 t/s
2.47.277.640 I slot print_timing: id  0 | task 290 | n_decoded =   4814, tg =  40.83 t/s, tg_3s =  41.38 t/s
2.50.324.076 I slot print_timing: id  0 | task 290 | n_decoded =   4937, tg =  40.82 t/s, tg_3s =  40.38 t/s
2.53.361.463 I slot print_timing: id  0 | task 290 | n_decoded =   5063, tg =  40.83 t/s, tg_3s =  41.48 t/s
2.56.371.989 I slot print_timing: id  0 | task 290 | n_decoded =   5169, tg =  40.70 t/s, tg_3s =  35.21 t/s
2.59.373.362 I slot print_timing: id  0 | task 290 | n_decoded =   5285, tg =  40.65 t/s, tg_3s =  38.65 t/s
3.02.404.725 I slot print_timing: id  0 | task 290 | n_decoded =   5413, tg =  40.69 t/s, tg_3s =  42.23 t/s
3.05.447.296 I slot print_timing: id  0 | task 290 | n_decoded =   5527, tg =  40.62 t/s, tg_3s =  37.47 t/s
3.08.460.591 I slot print_timing: id  0 | task 290 | n_decoded =   5656, tg =  40.67 t/s, tg_3s =  42.81 t/s
3.11.476.053 I slot print_timing: id  0 | task 290 | n_decoded =   5784, tg =  40.70 t/s, tg_3s =  42.45 t/s
3.14.479.868 I slot print_timing: id  0 | task 290 | n_decoded =   5912, tg =  40.74 t/s, tg_3s =  42.61 t/s
3.17.480.414 I slot print_timing: id  0 | task 290 | n_decoded =   6041, tg =  40.79 t/s, tg_3s =  42.99 t/s
3.20.512.162 I slot print_timing: id  0 | task 290 | n_decoded =   6169, tg =  40.82 t/s, tg_3s =  42.22 t/s
3.23.516.167 I slot print_timing: id  0 | task 290 | n_decoded =   6297, tg =  40.85 t/s, tg_3s =  42.61 t/s
3.26.556.986 I slot print_timing: id  0 | task 290 | n_decoded =   6427, tg =  40.89 t/s, tg_3s =  42.75 t/s
3.29.596.783 I slot print_timing: id  0 | task 290 | n_decoded =   6552, tg =  40.89 t/s, tg_3s =  41.12 t/s
3.32.609.677 I slot print_timing: id  0 | task 290 | n_decoded =   6672, tg =  40.87 t/s, tg_3s =  39.83 t/s
3.35.622.761 I slot print_timing: id  0 | task 290 | n_decoded =   6792, tg =  40.85 t/s, tg_3s =  39.83 t/s
3.38.649.217 I slot print_timing: id  0 | task 290 | n_decoded =   6916, tg =  40.86 t/s, tg_3s =  40.97 t/s
3.41.666.938 I slot print_timing: id  0 | task 290 | n_decoded =   7040, tg =  40.86 t/s, tg_3s =  41.09 t/s
3.44.706.802 I slot print_timing: id  0 | task 290 | n_decoded =   7167, tg =  40.88 t/s, tg_3s =  41.78 t/s
3.47.732.952 I slot print_timing: id  0 | task 290 | n_decoded =   7295, tg =  40.90 t/s, tg_3s =  42.30 t/s
3.50.756.056 I slot print_timing: id  0 | task 290 | n_decoded =   7419, tg =  40.90 t/s, tg_3s =  41.02 t/s
3.53.778.543 I slot print_timing: id  0 | task 290 | n_decoded =   7534, tg =  40.86 t/s, tg_3s =  38.05 t/s
3.56.784.228 I slot print_timing: id  0 | task 290 | n_decoded =   7654, tg =  40.84 t/s, tg_3s =  39.92 t/s
3.59.826.499 I slot print_timing: id  0 | task 290 | n_decoded =   7774, tg =  40.82 t/s, tg_3s =  39.44 t/s
4.02.834.849 I slot print_timing: id  0 | task 290 | n_decoded =   7882, tg =  40.74 t/s, tg_3s =  35.90 t/s
4.05.879.443 I slot print_timing: id  0 | task 290 | n_decoded =   7999, tg =  40.71 t/s, tg_3s =  38.43 t/s
4.08.888.677 I slot print_timing: id  0 | task 290 | n_decoded =   8103, tg =  40.61 t/s, tg_3s =  34.56 t/s
4.11.925.163 I slot print_timing: id  0 | task 290 | n_decoded =   8225, tg =  40.61 t/s, tg_3s =  40.18 t/s
4.14.966.974 I slot print_timing: id  0 | task 290 | n_decoded =   8351, tg =  40.62 t/s, tg_3s =  41.42 t/s
4.18.007.488 I slot print_timing: id  0 | task 290 | n_decoded =   8479, tg =  40.64 t/s, tg_3s =  42.10 t/s
4.21.014.338 I slot print_timing: id  0 | task 290 | n_decoded =   8605, tg =  40.66 t/s, tg_3s =  41.90 t/s
4.24.042.336 I slot print_timing: id  0 | task 290 | n_decoded =   8733, tg =  40.68 t/s, tg_3s =  42.27 t/s
4.27.076.008 I slot print_timing: id  0 | task 290 | n_decoded =   8861, tg =  40.70 t/s, tg_3s =  42.19 t/s
4.30.087.919 I slot print_timing: id  0 | task 290 | n_decoded =   8987, tg =  40.72 t/s, tg_3s =  41.83 t/s
4.33.127.566 I slot print_timing: id  0 | task 290 | n_decoded =   9109, tg =  40.71 t/s, tg_3s =  40.14 t/s
4.36.174.024 I slot print_timing: id  0 | task 290 | n_decoded =   9234, tg =  40.71 t/s, tg_3s =  41.03 t/s
4.39.190.956 I slot print_timing: id  0 | task 290 | n_decoded =   9353, tg =  40.70 t/s, tg_3s =  39.44 t/s
4.42.193.545 I slot print_timing: id  0 | task 290 | n_decoded =   9471, tg =  40.68 t/s, tg_3s =  39.30 t/s
4.45.235.664 I slot print_timing: id  0 | task 290 | n_decoded =   9597, tg =  40.69 t/s, tg_3s =  41.42 t/s
4.48.250.041 I slot print_timing: id  0 | task 290 | n_decoded =   9721, tg =  40.69 t/s, tg_3s =  41.14 t/s
4.51.266.693 I slot print_timing: id  0 | task 290 | n_decoded =   9837, tg =  40.67 t/s, tg_3s =  38.45 t/s
4.54.269.269 I slot print_timing: id  0 | task 290 | n_decoded =   9953, tg =  40.64 t/s, tg_3s =  38.63 t/s
4.57.280.050 I slot print_timing: id  0 | task 290 | n_decoded =  10064, tg =  40.60 t/s, tg_3s =  36.87 t/s
5.00.321.314 I slot print_timing: id  0 | task 290 | n_decoded =  10176, tg =  40.55 t/s, tg_3s =  36.83 t/s
5.03.337.257 I slot print_timing: id  0 | task 290 | n_decoded =  10296, tg =  40.54 t/s, tg_3s =  39.79 t/s
5.06.343.242 I slot print_timing: id  0 | task 290 | n_decoded =  10422, tg =  40.56 t/s, tg_3s =  41.92 t/s
5.09.372.208 I slot print_timing: id  0 | task 290 | n_decoded =  10544, tg =  40.55 t/s, tg_3s =  40.28 t/s
5.12.390.591 I slot print_timing: id  0 | task 290 | n_decoded =  10665, tg =  40.55 t/s, tg_3s =  40.09 t/s
5.15.408.763 I slot print_timing: id  0 | task 290 | n_decoded =  10781, tg =  40.52 t/s, tg_3s =  38.43 t/s
5.18.448.356 I slot print_timing: id  0 | task 290 | n_decoded =  10904, tg =  40.52 t/s, tg_3s =  40.47 t/s
5.21.470.220 I slot print_timing: id  0 | task 290 | n_decoded =  11026, tg =  40.52 t/s, tg_3s =  40.37 t/s
5.24.504.462 I slot print_timing: id  0 | task 290 | n_decoded =  11153, tg =  40.54 t/s, tg_3s =  41.86 t/s
5.24.644.772 I slot print_timing: id  0 | task 290 | prompt eval time =    2546.63 ms /   814 tokens (    3.13 ms per token,   319.64 tokens per second)
5.24.644.777 I slot print_timing: id  0 | task 290 |        eval time =  275271.09 ms / 11159 tokens (   24.67 ms per token,    40.54 tokens per second)
5.24.644.778 I slot print_timing: id  0 | task 290 |       total time =  277817.72 ms / 11973 tokens
5.24.644.779 I slot print_timing: id  0 | task 290 |    graphs reused =       6141
5.24.644.780 I slot print_timing: id  0 | task 290 | draft acceptance = 0.87972 ( 5222 accepted /  5936 generated), mean len =  1.88
5.24.645.207 I slot      release: id  0 | task 290 | stop processing: n_tokens = 21134, truncated = 0
5.24.693.701 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.587 (> 0.100 thold), f_keep = 0.588
5.24.693.946 I slot launch_slot_: id  0 | task 6231 | processing task, is_child = 0
5.29.348.161 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =   2048, progress = 0.57, t =   4.65 s / 440.03 tokens per second
5.34.076.691 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =   4096, progress = 0.67, t =   9.38 s / 436.55 tokens per second
5.38.897.936 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =   6144, progress = 0.76, t =  14.20 s / 432.55 tokens per second
5.43.843.533 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =   8192, progress = 0.86, t =  19.15 s / 427.79 tokens per second
5.48.695.365 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =  10240, progress = 0.96, t =  24.00 s / 426.64 tokens per second
5.49.788.693 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =  10663, progress = 0.98, t =  25.09 s / 424.91 tokens per second
5.51.050.743 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =  11149, progress = 1.00, t =  26.36 s / 423.00 tokens per second
5.51.366.472 I slot print_timing: id  0 | task 6231 | prompt processing, n_tokens =  11175, progress = 1.00, t =  26.67 s / 418.97 tokens per second
5.52.616.754 I slot print_timing: id  0 | task 6231 | prompt eval time =   26818.11 ms / 11179 tokens (    2.40 ms per token,   416.85 tokens per second)
5.52.616.759 I slot print_timing: id  0 | task 6231 |        eval time =    1104.64 ms /    46 tokens (   24.01 ms per token,    41.64 tokens per second)
5.52.616.760 I slot print_timing: id  0 | task 6231 |       total time =   27922.75 ms / 11225 tokens
5.52.616.761 I slot print_timing: id  0 | task 6231 |    graphs reused =       6163
5.52.616.764 I slot print_timing: id  0 | task 6231 | draft acceptance = 0.95652 (   22 accepted /    23 generated), mean len =  1.96
5.52.617.467 I slot      release: id  0 | task 6231 | stop processing: n_tokens = 21196, truncated = 0
5.53.360.855 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
5.53.361.137 I slot launch_slot_: id  0 | task 6264 | processing task, is_child = 0
5.57.228.355 I slot print_timing: id  0 | task 6264 | n_decoded =    108, tg =  35.68 t/s, tg_3s =  35.68 t/s
6.00.259.397 I slot print_timing: id  0 | task 6264 | n_decoded =    220, tg =  36.31 t/s, tg_3s =  36.95 t/s
6.01.914.868 I slot print_timing: id  0 | task 6264 | prompt eval time =     840.06 ms /    46 tokens (   18.26 ms per token,    54.76 tokens per second)
6.01.914.872 I slot print_timing: id  0 | task 6264 |        eval time =    7713.62 ms /   284 tokens (   27.16 ms per token,    36.82 tokens per second)
6.01.914.873 I slot print_timing: id  0 | task 6264 |       total time =    8553.68 ms /   330 tokens
6.01.914.875 I slot print_timing: id  0 | task 6264 |    graphs reused =       6325
6.01.914.876 I slot print_timing: id  0 | task 6264 | draft acceptance = 0.71515 (  118 accepted /   165 generated), mean len =  1.72
6.01.915.493 I slot      release: id  0 | task 6264 | stop processing: n_tokens = 21525, truncated = 0
6.08.817.108 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 189687543850
6.09.408.145 I slot launch_slot_: id  0 | task 6433 | processing task, is_child = 0
6.09.527.059 I slot print_timing: id  0 | task 6433 | prompt eval time =     118.89 ms /     4 tokens (   29.72 ms per token,    33.65 tokens per second)
6.09.527.065 I slot print_timing: id  0 | task 6433 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
6.09.527.065 I slot print_timing: id  0 | task 6433 |       total time =     118.89 ms /     5 tokens
6.09.527.066 I slot print_timing: id  0 | task 6433 |    graphs reused =       6325
6.09.527.098 I slot      release: id  0 | task 6433 | stop processing: n_tokens = 11, truncated = 0
6.09.543.639 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 189695155456
6.09.657.776 I slot launch_slot_: id  0 | task 6435 | processing task, is_child = 0
6.15.697.211 I slot print_timing: id  0 | task 6435 | n_decoded =    131, tg =  43.47 t/s, tg_3s =  43.47 t/s
6.18.718.736 I slot print_timing: id  0 | task 6435 | n_decoded =    266, tg =  44.08 t/s, tg_3s =  44.68 t/s
6.20.571.803 I slot print_timing: id  0 | task 6435 | prompt eval time =    3025.74 ms /   959 tokens (    3.16 ms per token,   316.95 tokens per second)
6.20.571.807 I slot print_timing: id  0 | task 6435 |        eval time =    7888.23 ms /   347 tokens (   22.73 ms per token,    43.99 tokens per second)
6.20.571.808 I slot print_timing: id  0 | task 6435 |       total time =   10913.97 ms /  1306 tokens
6.20.571.809 I slot print_timing: id  0 | task 6435 |    graphs reused =       6504
6.20.571.811 I slot print_timing: id  0 | task 6435 | draft acceptance = 0.90659 (  165 accepted /   182 generated), mean len =  1.91
6.20.571.911 I slot      release: id  0 | task 6435 | stop processing: n_tokens = 1306, truncated = 0
6.20.598.235 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.192 (> 0.100 thold), f_keep = 1.000
6.20.598.496 I slot launch_slot_: id  0 | task 6622 | processing task, is_child = 0
6.25.255.705 I slot print_timing: id  0 | task 6622 | prompt processing, n_tokens =   2049, progress = 0.49, t =   4.66 s / 439.96 tokens per second
6.29.917.278 I slot print_timing: id  0 | task 6622 | prompt processing, n_tokens =   4097, progress = 0.79, t =   9.32 s / 439.65 tokens per second
6.32.161.368 I slot print_timing: id  0 | task 6622 | prompt processing, n_tokens =   4993, progress = 0.92, t =  11.56 s / 431.81 tokens per second
6.33.388.700 I slot print_timing: id  0 | task 6622 | prompt processing, n_tokens =   5505, progress = 1.00, t =  12.79 s / 430.41 tokens per second
6.36.518.218 I slot print_timing: id  0 | task 6622 | n_decoded =    132, tg =  43.84 t/s, tg_3s =  43.84 t/s
6.39.543.843 I slot print_timing: id  0 | task 6622 | n_decoded =    258, tg =  42.74 t/s, tg_3s =  41.64 t/s
