warn: LLAMA_ARG_HOST environment variable is set, but will be overwritten by command line argument --host
0.00.362.848 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.498.593 I srv          init: The UI is disabled
0.00.498.596 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.498.745 W srv  llama_server: -----------------
0.00.498.753 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.498.753 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.498.754 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.498.754 W srv  llama_server: -----------------
0.00.500.062 I srv    load_model: loading model '/models/Qwen3.6-27B-A3B-Coder-CD-IQ4_K_M.gguf'
0.01.577.767 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
0.04.227.743 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.04.243.278 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.243.332 I srv  llama_server: model loaded
0.04.243.338 I srv  llama_server: listening on http://0.0.0.0:8080
1.14.591.723 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.38.957.165 I slot print_timing: id  0 | task 614 | n_decoded =   3614, tg =  33.29 t/s, tg_3s =  36.17 t/s
3.41.972.912 I slot print_timing: id  0 | task 614 | n_decoded =   3724, tg =  33.38 t/s, tg_3s =  36.48 t/s
3.44.978.744 I slot print_timing: id  0 | task 614 | n_decoded =   3833, tg =  33.45 t/s, tg_3s =  36.26 t/s
3.47.996.673 I slot print_timing: id  0 | task 614 | n_decoded =   3942, tg =  33.52 t/s, tg_3s =  36.12 t/s
3.51.012.382 I slot print_timing: id  0 | task 614 | n_decoded =   4052, tg =  33.60 t/s, tg_3s =  36.48 t/s
3.54.033.758 I slot print_timing: id  0 | task 614 | n_decoded =   4162, tg =  33.67 t/s, tg_3s =  36.41 t/s
3.57.050.533 I slot print_timing: id  0 | task 614 | n_decoded =   4271, tg =  33.72 t/s, tg_3s =  36.13 t/s
4.00.061.001 I slot print_timing: id  0 | task 614 | n_decoded =   4378, tg =  33.77 t/s, tg_3s =  35.54 t/s
4.03.066.608 I slot print_timing: id  0 | task 614 | n_decoded =   4480, tg =  33.77 t/s, tg_3s =  33.94 t/s
4.06.079.234 I slot print_timing: id  0 | task 614 | n_decoded =   4584, tg =  33.79 t/s, tg_3s =  34.52 t/s
4.09.101.343 I slot print_timing: id  0 | task 614 | n_decoded =   4691, tg =  33.82 t/s, tg_3s =  35.41 t/s
4.12.128.007 I slot print_timing: id  0 | task 614 | n_decoded =   4801, tg =  33.88 t/s, tg_3s =  36.34 t/s
4.15.131.277 I slot print_timing: id  0 | task 614 | n_decoded =   4909, tg =  33.92 t/s, tg_3s =  35.96 t/s
4.18.144.591 I slot print_timing: id  0 | task 614 | n_decoded =   5017, tg =  33.96 t/s, tg_3s =  35.84 t/s
4.21.146.270 I slot print_timing: id  0 | task 614 | n_decoded =   5126, tg =  34.01 t/s, tg_3s =  36.31 t/s
4.24.165.785 I slot print_timing: id  0 | task 614 | n_decoded =   5235, tg =  34.05 t/s, tg_3s =  36.10 t/s
4.27.188.301 I slot print_timing: id  0 | task 614 | n_decoded =   5345, tg =  34.09 t/s, tg_3s =  36.39 t/s
4.30.193.406 I slot print_timing: id  0 | task 614 | n_decoded =   5452, tg =  34.12 t/s, tg_3s =  35.61 t/s
4.33.199.764 I slot print_timing: id  0 | task 614 | n_decoded =   5559, tg =  34.15 t/s, tg_3s =  35.59 t/s
4.36.209.268 I slot print_timing: id  0 | task 614 | n_decoded =   5668, tg =  34.18 t/s, tg_3s =  36.22 t/s
4.39.212.115 I slot print_timing: id  0 | task 614 | n_decoded =   5776, tg =  34.22 t/s, tg_3s =  35.97 t/s
4.42.238.456 I slot print_timing: id  0 | task 614 | n_decoded =   5885, tg =  34.25 t/s, tg_3s =  36.02 t/s
4.45.262.261 I slot print_timing: id  0 | task 614 | n_decoded =   5994, tg =  34.28 t/s, tg_3s =  36.05 t/s
4.48.289.781 I slot print_timing: id  0 | task 614 | n_decoded =   6101, tg =  34.30 t/s, tg_3s =  35.34 t/s
4.51.307.339 I slot print_timing: id  0 | task 614 | n_decoded =   6209, tg =  34.32 t/s, tg_3s =  35.79 t/s
4.54.320.642 I slot print_timing: id  0 | task 614 | n_decoded =   6317, tg =  34.35 t/s, tg_3s =  35.84 t/s
4.57.333.558 I slot print_timing: id  0 | task 614 | n_decoded =   6425, tg =  34.37 t/s, tg_3s =  35.85 t/s
5.00.360.065 I slot print_timing: id  0 | task 614 | n_decoded =   6533, tg =  34.39 t/s, tg_3s =  35.68 t/s
5.03.378.658 I slot print_timing: id  0 | task 614 | n_decoded =   6640, tg =  34.41 t/s, tg_3s =  35.45 t/s
5.06.392.583 I slot print_timing: id  0 | task 614 | n_decoded =   6744, tg =  34.41 t/s, tg_3s =  34.51 t/s
5.09.410.866 I slot print_timing: id  0 | task 614 | n_decoded =   6848, tg =  34.41 t/s, tg_3s =  34.46 t/s
5.12.421.139 I slot print_timing: id  0 | task 614 | n_decoded =   6954, tg =  34.42 t/s, tg_3s =  35.21 t/s
5.15.437.429 I slot print_timing: id  0 | task 614 | n_decoded =   7062, tg =  34.44 t/s, tg_3s =  35.81 t/s
5.18.462.921 I slot print_timing: id  0 | task 614 | n_decoded =   7169, tg =  34.46 t/s, tg_3s =  35.37 t/s
5.21.480.101 I slot print_timing: id  0 | task 614 | n_decoded =   7277, tg =  34.48 t/s, tg_3s =  35.80 t/s
5.24.481.782 I slot print_timing: id  0 | task 614 | n_decoded =   7385, tg =  34.50 t/s, tg_3s =  35.98 t/s
5.27.488.554 I slot print_timing: id  0 | task 614 | n_decoded =   7492, tg =  34.51 t/s, tg_3s =  35.59 t/s
5.30.514.190 I slot print_timing: id  0 | task 614 | n_decoded =   7600, tg =  34.53 t/s, tg_3s =  35.69 t/s
5.33.532.895 I slot print_timing: id  0 | task 614 | n_decoded =   7708, tg =  34.55 t/s, tg_3s =  35.78 t/s
5.36.541.909 I slot print_timing: id  0 | task 614 | n_decoded =   7814, tg =  34.55 t/s, tg_3s =  35.23 t/s
5.39.566.913 I slot print_timing: id  0 | task 614 | n_decoded =   7919, tg =  34.56 t/s, tg_3s =  34.71 t/s
5.42.568.808 I slot print_timing: id  0 | task 614 | n_decoded =   8026, tg =  34.57 t/s, tg_3s =  35.64 t/s
5.45.594.499 I slot print_timing: id  0 | task 614 | n_decoded =   8134, tg =  34.58 t/s, tg_3s =  35.69 t/s
5.48.598.577 I slot print_timing: id  0 | task 614 | n_decoded =   8240, tg =  34.59 t/s, tg_3s =  35.29 t/s
5.51.601.910 I slot print_timing: id  0 | task 614 | n_decoded =   8347, tg =  34.61 t/s, tg_3s =  35.63 t/s
5.54.616.326 I slot print_timing: id  0 | task 614 | n_decoded =   8454, tg =  34.62 t/s, tg_3s =  35.50 t/s
5.57.622.874 I slot print_timing: id  0 | task 614 | n_decoded =   8560, tg =  34.63 t/s, tg_3s =  35.26 t/s
6.00.649.111 I slot print_timing: id  0 | task 614 | n_decoded =   8668, tg =  34.64 t/s, tg_3s =  35.69 t/s
6.03.652.305 I slot print_timing: id  0 | task 614 | n_decoded =   8775, tg =  34.65 t/s, tg_3s =  35.63 t/s
6.06.658.768 I slot print_timing: id  0 | task 614 | n_decoded =   8880, tg =  34.65 t/s, tg_3s =  34.92 t/s
6.09.668.389 I slot print_timing: id  0 | task 614 | n_decoded =   8985, tg =  34.66 t/s, tg_3s =  34.89 t/s
6.12.681.980 I slot print_timing: id  0 | task 614 | n_decoded =   9088, tg =  34.65 t/s, tg_3s =  34.18 t/s
6.15.683.209 I slot print_timing: id  0 | task 614 | n_decoded =   9191, tg =  34.65 t/s, tg_3s =  34.32 t/s
6.16.273.368 I slot print_timing: id  0 | task 614 | prompt eval time =   13603.63 ms /  5510 tokens (    2.47 ms per token,   405.04 tokens per second)
6.16.273.373 I slot print_timing: id  0 | task 614 |        eval time =  265868.88 ms /  9210 tokens (   28.87 ms per token,    34.64 tokens per second)
6.16.273.373 I slot print_timing: id  0 | task 614 |       total time =  279472.50 ms / 14720 tokens
6.16.273.374 I slot print_timing: id  0 | task 614 |    graphs reused =       9771
6.16.273.659 I slot      release: id  0 | task 614 | stop processing: n_tokens = 16404, truncated = 0
6.16.314.500 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
6.16.314.770 I slot launch_slot_: id  0 | task 9830 | processing task, is_child = 0
6.18.445.284 I slot print_timing: id  0 | task 9830 | prompt eval time =     492.32 ms /    32 tokens (   15.38 ms per token,    65.00 tokens per second)
6.18.445.290 I slot print_timing: id  0 | task 9830 |        eval time =    1638.17 ms /    58 tokens (   28.24 ms per token,    35.41 tokens per second)
6.18.445.290 I slot print_timing: id  0 | task 9830 |       total time =    2130.49 ms /    90 tokens
6.18.445.291 I slot print_timing: id  0 | task 9830 |    graphs reused =       9827
6.18.445.809 I slot      release: id  0 | task 9830 | stop processing: n_tokens = 16493, truncated = 0
6.19.030.778 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
6.19.031.058 I slot launch_slot_: id  0 | task 9891 | processing task, is_child = 0
6.21.403.243 I slot print_timing: id  0 | task 9891 | prompt eval time =     475.38 ms /    32 tokens (   14.86 ms per token,    67.31 tokens per second)
6.21.403.248 I slot print_timing: id  0 | task 9891 |        eval time =    1896.79 ms /    68 tokens (   27.89 ms per token,    35.85 tokens per second)
6.21.403.248 I slot print_timing: id  0 | task 9891 |       total time =    2372.16 ms /   100 tokens
6.21.403.249 I slot print_timing: id  0 | task 9891 |    graphs reused =       9893
6.21.403.753 I slot      release: id  0 | task 9891 | stop processing: n_tokens = 16592, truncated = 0
6.22.175.771 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
6.22.175.996 I slot launch_slot_: id  0 | task 9962 | processing task, is_child = 0
6.25.932.416 I slot print_timing: id  0 | task 9962 | n_decoded =    107, tg =  35.45 t/s, tg_3s =  35.45 t/s
6.28.957.648 I slot print_timing: id  0 | task 9962 | n_decoded =    213, tg =  35.25 t/s, tg_3s =  35.04 t/s
6.30.765.629 I slot print_timing: id  0 | task 9962 | prompt eval time =     738.30 ms /    46 tokens (   16.05 ms per token,    62.31 tokens per second)
6.30.765.633 I slot print_timing: id  0 | task 9962 |        eval time =    7851.31 ms /   277 tokens (   28.34 ms per token,    35.28 tokens per second)
6.30.765.633 I slot print_timing: id  0 | task 9962 |       total time =    8589.61 ms /   323 tokens
6.30.765.635 I slot print_timing: id  0 | task 9962 |    graphs reused =      10166
6.30.766.138 I slot      release: id  0 | task 9962 | stop processing: n_tokens = 16914, truncated = 0
6.37.721.019 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 192168742429
6.38.100.851 I slot launch_slot_: id  0 | task 10242 | processing task, is_child = 0
6.38.213.632 I slot print_timing: id  0 | task 10242 | prompt eval time =     112.75 ms /     4 tokens (   28.19 ms per token,    35.48 tokens per second)
6.38.213.637 I slot print_timing: id  0 | task 10242 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
6.38.213.638 I slot print_timing: id  0 | task 10242 |       total time =     112.76 ms /     5 tokens
6.38.213.639 I slot print_timing: id  0 | task 10242 |    graphs reused =      10166
6.38.213.659 I slot      release: id  0 | task 10242 | stop processing: n_tokens = 11, truncated = 0
6.38.230.365 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 192176189949
6.38.348.385 I slot launch_slot_: id  0 | task 10244 | processing task, is_child = 0
6.44.309.855 I slot print_timing: id  0 | task 10244 | n_decoded =    115, tg =  38.08 t/s, tg_3s =  38.08 t/s
6.47.328.370 I slot print_timing: id  0 | task 10244 | n_decoded =    230, tg =  38.09 t/s, tg_3s =  38.10 t/s
6.50.335.786 I slot print_timing: id  0 | task 10244 | n_decoded =    343, tg =  37.92 t/s, tg_3s =  37.57 t/s
6.53.346.835 I slot print_timing: id  0 | task 10244 | n_decoded =    456, tg =  37.82 t/s, tg_3s =  37.53 t/s
6.56.354.156 I slot print_timing: id  0 | task 10244 | n_decoded =    567, tg =  37.64 t/s, tg_3s =  36.91 t/s
6.59.369.708 I slot print_timing: id  0 | task 10244 | n_decoded =    681, tg =  37.67 t/s, tg_3s =  37.80 t/s
7.02.382.414 I slot print_timing: id  0 | task 10244 | n_decoded =    796, tg =  37.74 t/s, tg_3s =  38.17 t/s
7.05.407.176 I slot print_timing: id  0 | task 10244 | n_decoded =    911, tg =  37.77 t/s, tg_3s =  38.02 t/s
7.05.611.719 I slot print_timing: id  0 | task 10244 | prompt eval time =    2941.55 ms /   959 tokens (    3.07 ms per token,   326.02 tokens per second)
7.05.611.723 I slot print_timing: id  0 | task 10244 |        eval time =   24321.75 ms /   919 tokens (   26.47 ms per token,    37.79 tokens per second)
7.05.611.724 I slot print_timing: id  0 | task 10244 |       total time =   27263.30 ms /  1878 tokens
7.05.611.725 I slot print_timing: id  0 | task 10244 |    graphs reused =      11079
7.05.611.819 I slot      release: id  0 | task 10244 | stop processing: n_tokens = 1877, truncated = 0
7.05.644.999 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.254 (> 0.100 thold), f_keep = 1.000
7.05.645.276 I slot launch_slot_: id  0 | task 11167 | processing task, is_child = 0
7.10.146.198 I slot print_timing: id  0 | task 11167 | prompt processing, n_tokens =   2050, progress = 0.53, t =   4.50 s / 455.46 tokens per second
7.14.669.144 I slot print_timing: id  0 | task 11167 | prompt processing, n_tokens =   4098, progress = 0.81, t =   9.02 s / 454.13 tokens per second
7.16.872.734 I slot print_timing: id  0 | task 11167 | prompt processing, n_tokens =   5008, progress = 0.93, t =  11.23 s / 446.05 tokens per second
7.17.995.279 I slot print_timing: id  0 | task 11167 | prompt processing, n_tokens =   5520, progress = 1.00, t =  12.35 s / 446.96 tokens per second
7.21.235.186 I slot print_timing: id  0 | task 11167 | n_decoded =    112, tg =  37.23 t/s, tg_3s =  37.23 t/s
7.24.257.547 I slot print_timing: id  0 | task 11167 | n_decoded =    224, tg =  37.14 t/s, tg_3s =  37.06 t/s
7.27.273.422 I slot print_timing: id  0 | task 11167 | n_decoded =    335, tg =  37.03 t/s, tg_3s =  36.81 t/s
7.30.288.243 I slot print_timing: id  0 | task 11167 | n_decoded =    447, tg =  37.06 t/s, tg_3s =  37.15 t/s
7.33.293.318 I slot print_timing: id  0 | task 11167 | n_decoded =    559, tg =  37.10 t/s, tg_3s =  37.27 t/s
7.36.316.023 I slot print_timing: id  0 | task 11167 | n_decoded =    670, tg =  37.04 t/s, tg_3s =  36.72 t/s
7.39.335.034 I slot print_timing: id  0 | task 11167 | n_decoded =    780, tg =  36.95 t/s, tg_3s =  36.44 t/s
7.42.345.236 I slot print_timing: id  0 | task 11167 | n_decoded =    891, tg =  36.94 t/s, tg_3s =  36.87 t/s
7.45.370.014 I slot print_timing: id  0 | task 11167 | n_decoded =   1002, tg =  36.92 t/s, tg_3s =  36.70 t/s
7.48.386.352 I slot print_timing: id  0 | task 11167 | n_decoded =   1111, tg =  36.84 t/s, tg_3s =  36.14 t/s
7.51.412.595 I slot print_timing: id  0 | task 11167 | n_decoded =   1223, tg =  36.85 t/s, tg_3s =  37.01 t/s
7.54.426.375 I slot print_timing: id  0 | task 11167 | n_decoded =   1334, tg =  36.85 t/s, tg_3s =  36.83 t/s
7.57.429.175 I slot print_timing: id  0 | task 11167 | n_decoded =   1445, tg =  36.86 t/s, tg_3s =  36.97 t/s
8.00.453.477 I slot print_timing: id  0 | task 11167 | n_decoded =   1556, tg =  36.85 t/s, tg_3s =  36.70 t/s
8.03.464.673 I slot print_timing: id  0 | task 11167 | n_decoded =   1667, tg =  36.85 t/s, tg_3s =  36.86 t/s
8.06.467.415 I slot print_timing: id  0 | task 11167 | n_decoded =   1777, tg =  36.84 t/s, tg_3s =  36.63 t/s
8.09.486.554 I slot print_timing: id  0 | task 11167 | n_decoded =   1887, tg =  36.81 t/s, tg_3s =  36.43 t/s
8.12.488.983 I slot print_timing: id  0 | task 11167 | n_decoded =   1998, tg =  36.82 t/s, tg_3s =  36.97 t/s
8.15.504.348 I slot print_timing: id  0 | task 11167 | n_decoded =   2109, tg =  36.82 t/s, tg_3s =  36.81 t/s
8.18.526.277 I slot print_timing: id  0 | task 11167 | n_decoded =   2219, tg =  36.80 t/s, tg_3s =  36.40 t/s
8.21.540.788 I slot print_timing: id  0 | task 11167 | n_decoded =   2330, tg =  36.80 t/s, tg_3s =  36.82 t/s
8.24.543.003 I slot print_timing: id  0 | task 11167 | n_decoded =   2440, tg =  36.79 t/s, tg_3s =  36.64 t/s
8.27.569.058 I slot print_timing: id  0 | task 11167 | n_decoded =   2549, tg =  36.76 t/s, tg_3s =  36.02 t/s
8.30.580.201 I slot print_timing: id  0 | task 11167 | n_decoded =   2655, tg =  36.69 t/s, tg_3s =  35.20 t/s
8.33.598.681 I slot print_timing: id  0 | task 11167 | n_decoded =   2759, tg =  36.61 t/s, tg_3s =  34.45 t/s
8.36.620.041 I slot print_timing: id  0 | task 11167 | n_decoded =   2863, tg =  36.52 t/s, tg_3s =  34.42 t/s
8.39.648.909 I slot print_timing: id  0 | task 11167 | n_decoded =   2970, tg =  36.48 t/s, tg_3s =  35.33 t/s
8.42.663.812 I slot print_timing: id  0 | task 11167 | n_decoded =   3076, tg =  36.43 t/s, tg_3s =  35.16 t/s
8.45.688.161 I slot print_timing: id  0 | task 11167 | n_decoded =   3182, tg =  36.38 t/s, tg_3s =  35.05 t/s
8.48.704.011 I slot print_timing: id  0 | task 11167 | n_decoded =   3287, tg =  36.33 t/s, tg_3s =  34.82 t/s
8.51.709.248 I slot print_timing: id  0 | task 11167 | n_decoded =   3391, tg =  36.27 t/s, tg_3s =  34.61 t/s
8.54.712.994 I slot print_timing: id  0 | task 11167 | n_decoded =   3498, tg =  36.25 t/s, tg_3s =  35.62 t/s
8.57.735.678 I slot print_timing: id  0 | task 11167 | n_decoded =   3605, tg =  36.23 t/s, tg_3s =  35.40 t/s
9.00.737.618 I slot print_timing: id  0 | task 11167 | n_decoded =   3708, tg =  36.17 t/s, tg_3s =  34.31 t/s
9.03.754.416 I slot print_timing: id  0 | task 11167 | n_decoded =   3814, tg =  36.14 t/s, tg_3s =  35.14 t/s
9.06.762.632 I slot print_timing: id  0 | task 11167 | n_decoded =   3919, tg =  36.11 t/s, tg_3s =  34.90 t/s
