warn: LLAMA_ARG_HOST environment variable is set, but will be overwritten by command line argument --host
0.01.299.651 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.01.300.174 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.01.300.585 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.443.333 I srv          init: The UI is disabled
0.01.443.336 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.01.446.029 W srv  llama_server: -----------------
0.01.446.031 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.01.446.031 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.01.446.031 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.01.446.031 W srv  llama_server: -----------------
0.01.448.534 I srv    load_model: loading model '/models/Kwaipilot_KAT-Coder-V2.5-Dev-IQ4_XS.gguf'
0.02.589.696 W common_fit_params: failed to fit params to free device memory: model_params::tensor_buft_overrides already set by user, abort
0.45.719.773 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 128000, kv_unified = 'false'
0.45.766.713 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.45.766.766 I srv  llama_server: model loaded
0.45.766.772 I srv  llama_server: listening on http://0.0.0.0:8080
1.02.767.234 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.38.168.093 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  11228, progress = 0.14, t =  24.00 s / 467.90 tokens per second
3.39.121.160 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  11556, progress = 0.15, t =  24.95 s / 463.17 tokens per second
3.43.508.650 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  13604, progress = 0.17, t =  29.34 s / 463.71 tokens per second
3.47.825.443 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  15652, progress = 0.20, t =  33.65 s / 465.08 tokens per second
3.52.275.571 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  17700, progress = 0.22, t =  38.10 s / 464.52 tokens per second
3.56.846.860 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  19748, progress = 0.25, t =  42.68 s / 462.75 tokens per second
3.57.428.181 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  19787, progress = 0.25, t =  43.26 s / 457.43 tokens per second
3.58.227.764 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  20051, progress = 0.25, t =  44.06 s / 455.12 tokens per second
4.02.648.703 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  22099, progress = 0.28, t =  48.48 s / 455.86 tokens per second
4.07.132.009 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  24147, progress = 0.30, t =  52.96 s / 455.94 tokens per second
4.11.624.253 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  26195, progress = 0.33, t =  57.45 s / 455.94 tokens per second
4.16.273.474 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  28243, progress = 0.35, t =  62.10 s / 454.78 tokens per second
4.20.736.741 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  30291, progress = 0.38, t =  66.57 s / 455.06 tokens per second
4.25.312.012 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  32339, progress = 0.41, t =  71.14 s / 454.58 tokens per second
4.29.947.737 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  34387, progress = 0.43, t =  75.78 s / 453.80 tokens per second
4.34.746.078 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  36435, progress = 0.46, t =  80.57 s / 452.19 tokens per second
4.39.604.334 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  38483, progress = 0.48, t =  85.43 s / 450.45 tokens per second
4.44.398.890 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  40531, progress = 0.51, t =  90.23 s / 449.21 tokens per second
4.49.133.913 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  42579, progress = 0.53, t =  94.96 s / 448.38 tokens per second
4.51.389.068 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  43389, progress = 0.55, t =  97.22 s / 446.31 tokens per second
4.52.176.029 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  43546, progress = 0.55, t =  98.00 s / 444.33 tokens per second
4.56.787.061 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  45594, progress = 0.57, t = 102.62 s / 444.32 tokens per second
5.01.517.972 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  47642, progress = 0.60, t = 107.35 s / 443.81 tokens per second
5.06.372.914 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  49690, progress = 0.62, t = 112.20 s / 442.86 tokens per second
5.11.245.169 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  51738, progress = 0.65, t = 117.07 s / 441.93 tokens per second
5.16.221.006 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  53786, progress = 0.68, t = 122.05 s / 440.69 tokens per second
5.21.158.319 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  55736, progress = 0.70, t = 126.99 s / 438.91 tokens per second
5.23.544.552 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  56666, progress = 0.71, t = 129.37 s / 438.00 tokens per second
5.28.555.393 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  58714, progress = 0.74, t = 134.38 s / 436.91 tokens per second
5.33.616.465 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  60762, progress = 0.76, t = 139.45 s / 435.74 tokens per second
5.38.806.374 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  62810, progress = 0.79, t = 144.63 s / 434.27 tokens per second
5.42.311.170 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  64004, progress = 0.80, t = 148.14 s / 432.05 tokens per second
5.43.495.626 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  64486, progress = 0.81, t = 149.32 s / 431.85 tokens per second
5.48.715.749 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  66534, progress = 0.84, t = 154.54 s / 430.52 tokens per second
5.53.637.437 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  68582, progress = 0.86, t = 159.47 s / 430.07 tokens per second
5.58.919.499 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  70630, progress = 0.89, t = 164.75 s / 428.72 tokens per second
6.04.224.869 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  72678, progress = 0.91, t = 170.05 s / 427.38 tokens per second
6.08.280.162 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  74246, progress = 0.93, t = 174.11 s / 426.43 tokens per second
6.13.256.462 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  76294, progress = 0.96, t = 179.09 s / 426.02 tokens per second
6.18.616.192 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  78342, progress = 0.98, t = 184.44 s / 424.74 tokens per second
6.20.988.514 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  79078, progress = 0.99, t = 186.82 s / 423.29 tokens per second
6.22.200.628 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  79531, progress = 1.00, t = 188.03 s / 422.97 tokens per second
6.22.899.316 I slot print_timing: id  0 | task 59 | prompt processing, n_tokens =  79590, progress = 1.00, t = 188.73 s / 421.72 tokens per second
6.26.665.307 I slot print_timing: id  0 | task 59 | n_decoded =    100, tg =  27.49 t/s, tg_3s =  27.49 t/s
6.29.681.114 I slot print_timing: id  0 | task 59 | n_decoded =    185, tg =  27.81 t/s, tg_3s =  28.18 t/s
6.31.653.790 I slot print_timing: id  0 | task 59 | prompt eval time =  188856.87 ms / 79594 tokens (    2.37 ms per token,   421.45 tokens per second)
6.31.653.794 I slot print_timing: id  0 | task 59 |        eval time =    8625.51 ms /   242 tokens (   35.64 ms per token,    28.06 tokens per second)
6.31.653.795 I slot print_timing: id  0 | task 59 |       total time =  197482.38 ms / 79836 tokens
6.31.653.797 I slot print_timing: id  0 | task 59 |    graphs reused =        290
6.31.656.662 I slot      release: id  0 | task 59 | stop processing: n_tokens = 79835, truncated = 0
6.32.009.178 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.983 (> 0.100 thold), f_keep = 0.997
6.32.010.721 I slot launch_slot_: id  0 | task 350 | processing task, is_child = 0
6.35.633.875 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =   1268, progress = 1.00, t =   3.62 s / 349.97 tokens per second
6.36.395.832 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =   1362, progress = 1.00, t =   4.39 s / 310.60 tokens per second
6.40.164.259 I slot print_timing: id  0 | task 350 | n_decoded =    100, tg =  27.67 t/s, tg_3s =  27.67 t/s
6.43.188.036 I slot print_timing: id  0 | task 350 | n_decoded =    184, tg =  27.72 t/s, tg_3s =  27.78 t/s
6.46.228.028 I slot print_timing: id  0 | task 350 | n_decoded =    269, tg =  27.80 t/s, tg_3s =  27.96 t/s
6.49.251.569 I slot print_timing: id  0 | task 350 | n_decoded =    347, tg =  27.32 t/s, tg_3s =  25.80 t/s
6.52.258.303 I slot print_timing: id  0 | task 350 | n_decoded =    432, tg =  27.50 t/s, tg_3s =  28.27 t/s
6.55.284.413 I slot print_timing: id  0 | task 350 | n_decoded =    518, tg =  27.65 t/s, tg_3s =  28.42 t/s
6.58.305.269 I slot print_timing: id  0 | task 350 | n_decoded =    602, tg =  27.67 t/s, tg_3s =  27.81 t/s
7.01.339.749 I slot print_timing: id  0 | task 350 | n_decoded =    686, tg =  27.67 t/s, tg_3s =  27.68 t/s
7.04.365.579 I slot print_timing: id  0 | task 350 | n_decoded =    771, tg =  27.72 t/s, tg_3s =  28.09 t/s
7.07.390.340 I slot print_timing: id  0 | task 350 | n_decoded =    851, tg =  27.59 t/s, tg_3s =  26.45 t/s
7.10.417.173 I slot print_timing: id  0 | task 350 | n_decoded =    933, tg =  27.55 t/s, tg_3s =  27.09 t/s
7.13.426.924 I slot print_timing: id  0 | task 350 | n_decoded =   1018, tg =  27.61 t/s, tg_3s =  28.24 t/s
7.16.427.042 I slot print_timing: id  0 | task 350 | n_decoded =   1105, tg =  27.71 t/s, tg_3s =  29.00 t/s
7.19.435.530 I slot print_timing: id  0 | task 350 | n_decoded =   1192, tg =  27.80 t/s, tg_3s =  28.92 t/s
7.22.467.594 I slot print_timing: id  0 | task 350 | n_decoded =   1279, tg =  27.85 t/s, tg_3s =  28.69 t/s
7.24.533.715 I slot print_timing: id  0 | task 350 | prompt eval time =    4539.39 ms /  1366 tokens (    3.32 ms per token,   300.92 tokens per second)
7.24.533.721 I slot print_timing: id  0 | task 350 |        eval time =   47983.57 ms /  1339 tokens (   35.84 ms per token,    27.91 tokens per second)
7.24.533.722 I slot print_timing: id  0 | task 350 |       total time =   52522.95 ms /  2705 tokens
7.24.533.723 I slot print_timing: id  0 | task 350 |    graphs reused =       1622
7.24.535.798 I slot      release: id  0 | task 350 | stop processing: n_tokens = 82294, truncated = 0
7.28.665.738 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
7.28.666.777 I slot launch_slot_: id  0 | task 1693 | processing task, is_child = 0
7.34.313.863 I slot print_timing: id  0 | task 1693 | n_decoded =    100, tg =  28.29 t/s, tg_3s =  28.29 t/s
7.35.135.030 I slot print_timing: id  0 | task 1693 | prompt eval time =    2112.60 ms /   602 tokens (    3.51 ms per token,   284.96 tokens per second)
7.35.135.033 I slot print_timing: id  0 | task 1693 |        eval time =    4355.62 ms /   123 tokens (   35.41 ms per token,    28.24 tokens per second)
7.35.135.034 I slot print_timing: id  0 | task 1693 |       total time =    6468.22 ms /   725 tokens
7.35.135.035 I slot print_timing: id  0 | task 1693 |    graphs reused =       1742
7.35.137.045 I slot      release: id  0 | task 1693 | stop processing: n_tokens = 83018, truncated = 0
7.35.646.961 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
7.35.648.521 I slot launch_slot_: id  0 | task 1820 | processing task, is_child = 0
7.40.544.989 I slot print_timing: id  0 | task 1820 | n_decoded =    100, tg =  25.63 t/s, tg_3s =  25.62 t/s
7.43.550.437 I slot print_timing: id  0 | task 1820 | n_decoded =    182, tg =  26.35 t/s, tg_3s =  27.28 t/s
7.45.279.107 I slot print_timing: id  0 | task 1820 | prompt eval time =     994.01 ms /   149 tokens (    6.67 ms per token,   149.90 tokens per second)
7.45.279.111 I slot print_timing: id  0 | task 1820 |        eval time =    8636.55 ms /   229 tokens (   37.71 ms per token,    26.52 tokens per second)
7.45.279.111 I slot print_timing: id  0 | task 1820 |       total time =    9630.56 ms /   378 tokens
7.45.279.112 I slot print_timing: id  0 | task 1820 |    graphs reused =       1968
7.45.281.153 I slot      release: id  0 | task 1820 | stop processing: n_tokens = 83395, truncated = 0
17.37.043.855 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.971 (> 0.100 thold), f_keep = 0.971
17.37.045.118 I slot launch_slot_: id  0 | task 2052 | processing task, is_child = 0
17.42.025.585 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   2048, progress = 0.91, t =   4.98 s / 411.21 tokens per second
17.47.422.460 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   4096, progress = 0.94, t =  10.38 s / 394.71 tokens per second
17.52.808.644 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   6144, progress = 0.96, t =  15.76 s / 389.76 tokens per second
17.58.332.387 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   8192, progress = 0.99, t =  21.29 s / 384.83 tokens per second
17.59.552.865 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   8640, progress = 0.99, t =  22.51 s / 383.87 tokens per second
18.00.455.048 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   8766, progress = 1.00, t =  23.41 s / 374.46 tokens per second
18.01.584.040 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   9139, progress = 1.00, t =  24.54 s / 372.43 tokens per second
18.04.053.986 I slot print_timing: id  0 | task 2052 | prompt processing, n_tokens =   9152, progress = 1.00, t =  27.01 s / 338.85 tokens per second
18.07.924.477 I slot print_timing: id  0 | task 2052 | n_decoded =    100, tg =  26.92 t/s, tg_3s =  26.92 t/s
18.10.949.860 I slot print_timing: id  0 | task 2052 | n_decoded =    180, tg =  26.70 t/s, tg_3s =  26.44 t/s
18.11.687.800 I slot print_timing: id  0 | task 2052 | prompt eval time =   27164.09 ms /  9156 tokens (    2.97 ms per token,   337.06 tokens per second)
18.11.687.804 I slot print_timing: id  0 | task 2052 |        eval time =    7478.56 ms /   198 tokens (   37.77 ms per token,    26.48 tokens per second)
18.11.687.805 I slot print_timing: id  0 | task 2052 |       total time =   34642.64 ms /  9354 tokens
18.11.687.806 I slot print_timing: id  0 | task 2052 |    graphs reused =       2163
18.11.690.797 I slot      release: id  0 | task 2052 | stop processing: n_tokens = 83599, truncated = 0
18.43.162.437 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.998
18.43.163.490 I slot launch_slot_: id  0 | task 2259 | processing task, is_child = 0
18.51.077.967 I slot print_timing: id  0 | task 2259 | n_decoded =    100, tg =  14.88 t/s, tg_3s =  14.88 t/s
18.53.017.918 I slot print_timing: id  0 | task 2259 | prompt eval time =    1191.80 ms /   216 tokens (    5.52 ms per token,   181.24 tokens per second)
18.53.018.072 I slot print_timing: id  0 | task 2259 |        eval time =    8662.59 ms /   126 tokens (   68.75 ms per token,    14.55 tokens per second)
18.53.018.150 I slot print_timing: id  0 | task 2259 |       total time =    9854.39 ms /   342 tokens
18.53.018.209 I slot print_timing: id  0 | task 2259 |    graphs reused =       2286
18.53.020.418 I slot      release: id  0 | task 2259 | stop processing: n_tokens = 83739, truncated = 0
18.54.002.831 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.957 (> 0.100 thold), f_keep = 1.000
18.54.003.873 I slot launch_slot_: id  0 | task 2388 | processing task, is_child = 0
18.59.229.218 I slot print_timing: id  0 | task 2388 | prompt processing, n_tokens =   2050, progress = 0.98, t =   5.23 s / 392.32 tokens per second
19.03.076.239 I slot print_timing: id  0 | task 2388 | prompt processing, n_tokens =   3232, progress = 0.99, t =   9.07 s / 356.25 tokens per second
19.04.362.051 I slot print_timing: id  0 | task 2388 | prompt processing, n_tokens =   3744, progress = 1.00, t =  10.36 s / 361.45 tokens per second
19.11.159.166 I slot print_timing: id  0 | task 2388 | n_decoded =    100, tg =  15.66 t/s, tg_3s =  15.66 t/s
19.14.162.122 I slot print_timing: id  0 | task 2388 | n_decoded =    147, tg =  15.65 t/s, tg_3s =  15.65 t/s
19.17.179.876 I slot print_timing: id  0 | task 2388 | n_decoded =    186, tg =  14.99 t/s, tg_3s =  12.92 t/s
19.20.195.963 I slot print_timing: id  0 | task 2388 | n_decoded =    233, tg =  15.11 t/s, tg_3s =  15.58 t/s
19.23.207.829 I slot print_timing: id  0 | task 2388 | n_decoded =    283, tg =  15.35 t/s, tg_3s =  16.60 t/s
19.24.599.797 I slot print_timing: id  0 | task 2388 | prompt eval time =   10768.11 ms /  3748 tokens (    2.87 ms per token,   348.06 tokens per second)
19.24.599.825 I slot print_timing: id  0 | task 2388 |        eval time =   19827.72 ms /   306 tokens (   64.80 ms per token,    15.43 tokens per second)
19.24.599.827 I slot print_timing: id  0 | task 2388 |       total time =   30595.84 ms /  4054 tokens
19.24.599.830 I slot print_timing: id  0 | task 2388 |    graphs reused =       2589
19.24.606.007 I slot      release: id  0 | task 2388 | stop processing: n_tokens = 87792, truncated = 0
19.25.218.508 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
19.25.220.109 I slot launch_slot_: id  0 | task 2699 | processing task, is_child = 0
19.28.758.449 I slot print_timing: id  0 | task 2699 | prompt processing, n_tokens =   1166, progress = 1.00, t =   3.54 s / 329.54 tokens per second
19.35.823.689 I slot print_timing: id  0 | task 2699 | n_decoded =    100, tg =  15.10 t/s, tg_3s =  15.10 t/s
19.38.888.458 I slot print_timing: id  0 | task 2699 | n_decoded =    145, tg =  14.97 t/s, tg_3s =  14.68 t/s
19.41.934.982 I slot print_timing: id  0 | task 2699 | n_decoded =    197, tg =  15.47 t/s, tg_3s =  17.07 t/s
19.44.971.512 I slot print_timing: id  0 | task 2699 | n_decoded =    250, tg =  15.85 t/s, tg_3s =  17.45 t/s
19.47.991.417 I slot print_timing: id  0 | task 2699 | n_decoded =    297, tg =  15.80 t/s, tg_3s =  15.56 t/s
19.51.015.081 I slot print_timing: id  0 | task 2699 | n_decoded =    348, tg =  15.95 t/s, tg_3s =  16.87 t/s
19.54.063.366 I slot print_timing: id  0 | task 2699 | n_decoded =    399, tg =  16.05 t/s, tg_3s =  16.73 t/s
19.55.768.920 I slot print_timing: id  0 | task 2699 | prompt eval time =    3979.16 ms /  1170 tokens (    3.40 ms per token,   294.03 tokens per second)
19.55.768.929 I slot print_timing: id  0 | task 2699 |        eval time =   26569.61 ms /   428 tokens (   62.08 ms per token,    16.11 tokens per second)
19.55.768.930 I slot print_timing: id  0 | task 2699 |       total time =   30548.76 ms /  1598 tokens
19.55.768.932 I slot print_timing: id  0 | task 2699 |    graphs reused =       3013
19.55.772.343 I slot      release: id  0 | task 2699 | stop processing: n_tokens = 89389, truncated = 0
19.56.415.480 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 1.000
19.56.417.506 I slot launch_slot_: id  0 | task 3131 | processing task, is_child = 0
20.04.872.288 I slot print_timing: id  0 | task 3131 | n_decoded =    100, tg =  14.44 t/s, tg_3s =  14.44 t/s
20.08.037.228 I slot print_timing: id  0 | task 3131 | n_decoded =    136, tg =  13.48 t/s, tg_3s =  11.37 t/s
20.11.091.013 I slot print_timing: id  0 | task 3131 | n_decoded =    177, tg =  13.47 t/s, tg_3s =  13.43 t/s
20.14.122.643 I slot print_timing: id  0 | task 3131 | n_decoded =    225, tg =  13.91 t/s, tg_3s =  15.83 t/s
20.17.134.249 I slot print_timing: id  0 | task 3131 | n_decoded =    267, tg =  13.92 t/s, tg_3s =  13.95 t/s
20.20.203.297 I slot print_timing: id  0 | task 3131 | n_decoded =    322, tg =  14.47 t/s, tg_3s =  17.92 t/s
20.23.241.866 I slot print_timing: id  0 | task 3131 | n_decoded =    377, tg =  14.90 t/s, tg_3s =  18.10 t/s
20.26.273.307 I slot print_timing: id  0 | task 3131 | n_decoded =    420, tg =  14.83 t/s, tg_3s =  14.18 t/s
20.29.326.902 I slot print_timing: id  0 | task 3131 | n_decoded =    473, tg =  15.07 t/s, tg_3s =  17.36 t/s
20.32.379.284 I slot print_timing: id  0 | task 3131 | n_decoded =    521, tg =  15.13 t/s, tg_3s =  15.73 t/s
20.35.426.186 I slot print_timing: id  0 | task 3131 | n_decoded =    558, tg =  14.89 t/s, tg_3s =  12.14 t/s
20.38.465.134 I slot print_timing: id  0 | task 3131 | n_decoded =    594, tg =  14.66 t/s, tg_3s =  11.85 t/s
20.41.491.836 I slot print_timing: id  0 | task 3131 | n_decoded =    647, tg =  14.86 t/s, tg_3s =  17.51 t/s
20.44.523.725 I slot print_timing: id  0 | task 3131 | n_decoded =    699, tg =  15.01 t/s, tg_3s =  17.15 t/s
20.47.747.428 I slot print_timing: id  0 | task 3131 | n_decoded =    734, tg =  14.74 t/s, tg_3s =  10.86 t/s
20.50.781.026 I slot print_timing: id  0 | task 3131 | n_decoded =    776, tg =  14.69 t/s, tg_3s =  13.84 t/s
20.53.800.547 I slot print_timing: id  0 | task 3131 | n_decoded =    817, tg =  14.63 t/s, tg_3s =  13.58 t/s
20.56.858.765 I slot print_timing: id  0 | task 3131 | n_decoded =    856, tg =  14.53 t/s, tg_3s =  12.75 t/s
20.59.881.984 I slot print_timing: id  0 | task 3131 | n_decoded =    900, tg =  14.53 t/s, tg_3s =  14.55 t/s
21.02.916.586 I slot print_timing: id  0 | task 3131 | n_decoded =    938, tg =  14.44 t/s, tg_3s =  12.52 t/s
21.05.926.100 I slot print_timing: id  0 | task 3131 | n_decoded =    992, tg =  14.59 t/s, tg_3s =  17.94 t/s
21.08.962.464 I slot print_timing: id  0 | task 3131 | n_decoded =   1035, tg =  14.57 t/s, tg_3s =  14.16 t/s
21.11.998.852 I slot print_timing: id  0 | task 3131 | n_decoded =   1070, tg =  14.45 t/s, tg_3s =  11.53 t/s
21.15.039.253 I slot print_timing: id  0 | task 3131 | n_decoded =   1105, tg =  14.33 t/s, tg_3s =  11.51 t/s
21.18.078.147 I slot print_timing: id  0 | task 3131 | n_decoded =   1145, tg =  14.29 t/s, tg_3s =  13.16 t/s
21.21.110.816 I slot print_timing: id  0 | task 3131 | n_decoded =   1188, tg =  14.29 t/s, tg_3s =  14.18 t/s
21.24.116.231 I slot print_timing: id  0 | task 3131 | n_decoded =   1234, tg =  14.32 t/s, tg_3s =  15.31 t/s
21.27.143.153 I slot print_timing: id  0 | task 3131 | n_decoded =   1278, tg =  14.33 t/s, tg_3s =  14.53 t/s
21.30.162.350 I slot print_timing: id  0 | task 3131 | n_decoded =   1328, tg =  14.40 t/s, tg_3s =  16.56 t/s
21.33.210.622 I slot print_timing: id  0 | task 3131 | n_decoded =   1375, tg =  14.43 t/s, tg_3s =  15.42 t/s
21.36.223.311 I slot print_timing: id  0 | task 3131 | n_decoded =   1412, tg =  14.37 t/s, tg_3s =  12.28 t/s
21.39.238.926 I slot print_timing: id  0 | task 3131 | n_decoded =   1455, tg =  14.36 t/s, tg_3s =  14.26 t/s
21.42.241.979 I slot print_timing: id  0 | task 3131 | n_decoded =   1501, tg =  14.39 t/s, tg_3s =  15.32 t/s
21.45.284.866 I slot print_timing: id  0 | task 3131 | n_decoded =   1548, tg =  14.42 t/s, tg_3s =  15.45 t/s
